Latitude,Longitude,Occurrence Status
-33.7271,150.6988,1
-37.2338,142.7825,1
-36.9654,144.1819,1
-35.1663,144.0475,1
-34.595,150.8506,1
-37.8779,142.3082,1
-34.6277,147.817,0
-35.8577,149.6503,0
-34.0038,150.8637,1
-32.3365,148.5439,1
-33.7091,150.9092,1
-33.702,150.9353,1
-37.4936,144.5834,1
-37.5083,149.1729,0
-34.207,144.4135,0
-32.4883,148.4341,0
-36.0341,146.9856,1
-35.3968,142.8329,0
-33.3307,149.002,1
-37.5987,144.231,1
-37.4993,146.0293,0
-33.3045,149.9581,1
-35.3339,149.4815,1
-33.8169,145.324,0
-34.4729,150.444,0
-36.7416,149.9413,1
-34.4598,150.743,1
-33.5068,150.3714,1
-32.4396,147.8384,0
-32.6926,148.2155,0
-37.1714,142.8011,1
-34.9134,150.1395,1
-38.1467,143.8491,1
-38.2704,144.2351,1
-36.0773,146.8765,1
-33.3508,149.7649,1
-36.0457,146.998,1
-33.7142,150.3368,1
-37.4067,148.2099,0
-37.8813,143.4751,1
-37.3442,145.026,1
-36.3502,148.8405,1
-35.1968,143.5652,0
-35.0048,146.4351,0
-36.5028,143.7055,0
-37.4855,144.585,1
-36.1645,146.4064,0
-35.7071,150.2449,1
-35.0865,145.1107,0
-38.0718,145.3255,1
-36.0244,148.7161,1
-36.3591,146.6939,1
-35.3927,144.2413,0
-35.4545,150.1377,1
-35.3825,149.1078,1
-37.8546,143.3478,1
-35.2679,147.1009,1
-38.0182,143.3866,1
-36.2741,146.8277,1
-36.2253,147.1969,0
-37.4931,144.5831,1
-37.6388,140.911,1
-38.3714,144.888,1
-34.5737,150.802,1
-35.7687,146.021,1
-32.852,147.5844,0
-36.2379,141.7955,0
-36.6822,142.6664,0
-35.7565,141.7172,0
-36.4863,146.2056,1
-33.4462,149.3003,1
-33.7076,149.2159,1
-37.8143,144.875,1
-38.0143,142.4431,0
-37.6465,140.5755,1
-37.0238,142.6925,1
-34.4353,150.8935,1
-35.942,147.441,0
-32.2587,148.5852,1
-37.8741,145.2208,1
-36.0623,145.9002,1
-36.0345,146.9852,1
-36.2897,144.0873,0
-36.5578,146.078,1
-36.5578,146.078,1
-36.5578,146.078,1
-36.5578,146.078,1
-35.7417,150.1907,1
-37.4027,140.9056,0
-34.9457,145.1557,0
-38.2056,146.1499,1
-35.678,145.3877,0
-33.949,150.1387,1
-37.5976,144.2371,1
-34.4962,150.7626,1
-34.5392,150.3868,1
-37.0294,148.0025,0
-33.7174,148.983,1
-34.5148,150.7935,1
-35.6383,150.3,1
-35.7799,150.1436,1
-37.7324,144.0576,1
-35.1645,149.143,1
-33.9958,145.7719,0
-34.0102,148.8375,0
-34.3241,148.9056,0
-38.4236,145.0516,1
-36.8794,149.5147,0
-38.3486,142.7654,0
-35.6241,148.5185,0
-35.8986,147.4921,0
-36.1473,143.7461,0
-34.4955,150.775,1
-37.9483,143.3313,1
-34.6765,150.804,1
-32.4932,147.0298,0
-37.8713,146.8849,1
-33.7107,150.4936,1
-36.3292,146.8338,1
-34.4605,149.468,1
-33.9521,145.409,0
-35.8425,143.1168,0
-34.4842,150.7759,1
-34.0832,151.0187,1
-34.0958,150.478,1
-39.0161,146.34,0
-33.811,146.2468,0
-32.2677,147.0254,0
-36.0399,146.9849,1
-36.0821,146.9588,1
-34.0472,144.7752,0
-33.6679,150.92,1
-34.59,150.8545,1
-34.5934,150.524,1
-33.7562,150.6234,1
-34.602,145.3754,0
-37.478,147.0139,0
-34.1952,150.983,1
-35.1927,149.3842,1
-33.6619,150.28,1
-34.3059,148.5226,0
-37.4682,149.6093,1
-31.645,149.2402,0
-36.1992,146.8005,0
-34.3658,150.892,1
-37.9971,146.1676,1
-33.6647,150.808,1
-38.3336,142.1545,1
-36.9871,142.4323,1
-33.242,150.2062,1
-37.5974,144.2334,1
-34.0855,151.0196,1
-37.1366,141.5019,0
-37.8076,145.2634,1
-36.6804,149.842,1
-36.3856,143.0381,0
-34.2854,148.3695,1
-36.4829,143.3556,0
-36.7614,149.9132,1
-37.732,147.677,1
-35.0024,148.1107,1
-37.3093,145.7757,1
-36.4674,145.9338,1
-37.3593,144.09,1
-35.7756,144.4937,0
-31.9747,149.2209,0
-37.3515,149.2136,0
-37.5475,149.4569,0
-36.4392,148.264,0
-36.7058,147.138,1
-36.2187,141.1938,0
-35.6247,144.1638,1
-34.4115,150.868,1
-38.3021,142.3564,1
-35.3253,146.267,0
-33.7301,150.6233,1
-37.9134,143.3602,1
-33.7387,150.47,1
-34.8918,150.609,1
-36.4003,141.3488,0
-35.0391,143.3322,1
-37.3715,141.853,0
-35.7229,149.5289,1
-32.3531,148.8661,0
-36.673,140.5086,0
-37.675,144.2313,1
-36.1721,150.0186,0
-37.2893,146.9624,0
-37.8495,140.7363,1
-35.1975,149.344,1
-37.7132,145.1864,1
-34.809,146.6887,0
-37.5179,148.9979,0
-32.7613,146.538,0
-36.6352,145.7115,1
-37.4864,144.698,1
-34.3532,148.7221,0
-37.3392,144.176,1
-37.612,144.588,1
-34.3347,150.909,1
-37.7,144.8095,1
-36.1385,146.9966,1
-36.7247,140.4215,0
-34.2795,146.0779,1
-35.7737,145.1314,0
-36.3043,144.554,1
-35.4536,149.082,1
-35.1013,150.1818,1
-33.6341,150.292,1
-38.2387,144.577,1
-31.0845,149.0098,1
-37.0415,142.4066,1
-36.6686,144.0191,1
-37.6517,145.236,1
-35.4704,149.0983,1
-35.7284,148.3055,0
-36.5579,148.8859,0
-37.8811,147.8906,0
-36.5936,141.6122,0
-33.8154,150.0911,1
-37.5932,144.2233,1
-34.0082,151.082,1
-34.1503,150.823,1
-34.345,148.272,1
-34.2905,150.9378,1
-33.7854,151.0099,1
-37.1266,148.2913,0
-37.6307,145.7081,1
-37.0268,142.7092,1
-32.2351,148.6529,1
-33.5744,150.3223,1
-37.627,143.8836,1
-34.7603,147.5927,0
-35.2291,142.776,0
-31.9417,148.6397,0
-34.0341,150.1505,1
-36.2823,147.0061,1
-37.9212,142.7629,0
-38.3687,144.9815,1
-34.6718,150.724,1
-36.0334,147.016,1
-38.1908,144.312,1
-34.0693,150.4483,1
-37.7154,145.056,1
-33.5744,148.441,0
-33.7473,150.8622,1
-35.5068,145.4987,0
-37.9714,145.9503,1
-37.8113,145.196,1
-33.5829,146.255,0
-32.332,147.6658,0
-33.5114,150.6965,1
-33.8593,150.8699,1
-34.4968,150.767,1
-35.1636,149.146,1
-38.1639,142.915,0
-33.3012,149.015,1
-37.733,145.6418,1
-33.7258,148.553,1
-31.8234,149.117,0
-35.5491,150.2889,0
-34.5702,149.7112,1
-34.8512,148.7453,1
-36.9769,145.3921,1
-34.0139,150.8675,1
-38.0577,145.135,1
-35.5379,149.6653,1
-34.4088,146.5057,0
-33.9756,146.2624,0
-34.4734,144.8135,0
-36.6936,141.9941,0
-34.2894,145.4198,0
-36.5024,146.5558,1
-35.3138,149.1915,1
-37.7449,141.4449,0
-34.0683,150.825,1
-36.8314,143.7034,1
-33.9782,151.0881,1
-35.818,145.5969,1
-34.4138,150.8181,1
-38.0414,145.9219,1
-35.2129,149.019,1
-35.2427,150.1229,1
-34.1949,146.4896,0
-34.0284,150.6989,1
-33.8825,147.6857,0
-36.2182,141.718,1
-33.7904,148.9777,0
-38.1286,147.0138,1
-37.0603,143.743,1
-36.0509,146.972,1
-37.8334,145.37,1
-38.3318,142.4341,0
-36.6351,142.6277,0
-37.852,143.1979,0
-35.4269,143.9565,1
-34.1404,151.026,1
-36.8112,141.0193,1
-37.4059,143.991,1
-35.574,150.3453,0
-38.025,144.3962,1
-33.4355,149.5638,1
-34.5239,144.2477,0
-33.6631,150.6091,1
-37.5143,142.8969,0
-37.0518,144.2154,1
-33.2486,150.1947,1
-37.4702,144.5904,1
-38.3257,144.2207,1
-37.8411,144.68,1
-33.5015,150.6894,1
-36.519,147.9081,0
-33.7523,150.9776,1
-37.8819,144.7963,1
-37.5935,149.6591,0
-33.8792,151.0417,1
-34.4262,150.5939,1
-31.6012,149.046,0
-37.1342,146.7633,0
-37.8262,145.161,1
-37.8419,145.1098,1
-33.7083,149.2157,1
-37.5083,141.7056,0
-34.5381,147.2538,0
-37.8075,145.2638,1
-34.6188,145.5995,0
-33.624,148.3846,0
-37.7332,141.2641,0
-36.6337,146.9693,0
-33.7007,150.5842,1
-34.4938,150.7664,1
-34.4938,150.7664,1
-34.4938,150.7664,1
-34.4938,150.7664,1
-37.8615,145.5237,1
-33.7264,150.6,1
-36.2244,146.7499,1
-35.7247,149.638,1
-33.8973,145.3677,0
-34.3713,147.829,0
-35.3719,149.238,1
-37.5074,141.7903,0
-32.6453,148.3782,0
-35.191,143.7793,0
-35.716,150.1422,1
-32.8331,147.0106,0
-36.9543,149.9238,1
-37.2946,140.8414,0
-37.7476,145.2869,1
-37.8322,145.435,1
-35.7566,141.5626,0
-36.1679,146.1411,0
-35.6054,143.2925,0
-34.4961,150.7766,1
-33.4234,150.084,1
-35.4773,146.5226,0
-36.0353,146.9853,1
-37.9038,145.1506,1
-32.232,147.2609,0
-36.1385,146.9965,1
-37.3526,144.1393,1
-37.4157,144.709,1
-33.7984,149.2286,1
-37.3126,148.2146,0
-33.7752,150.623,1
-36.0385,146.977,1
-31.4814,149.1762,0
-32.3722,148.8695,0
-35.6542,145.2877,0
-32.6624,148.0598,0
-34.6707,150.2744,1
-36.0554,146.9808,1
-33.76,150.8594,1
-35.5716,143.9415,1
-36.5488,142.9082,0
-32.0224,147.4725,0
-36.7123,143.3538,0
-33.989,150.9936,1
-38.0074,145.999,1
-33.7071,150.9661,1
-36.8883,141.5988,0
-33.422,150.6966,1
-31.6824,147.9675,0
-36.4371,146.597,1
-37.6085,142.0154,0
-37.8749,143.4192,1
-38.2569,144.5489,1
-35.3962,149.118,1
-35.9148,144.2515,1
-34.5879,143.7319,0
-31.4714,148.8099,0
-38.2967,142.8562,0
-35.1388,149.9053,0
-33.4922,150.4214,1
-37.3089,142.6411,0
-34.1968,148.4694,0
-33.938,150.9876,1
-37.8916,143.3634,1
-38.1429,144.0154,1
-34.5357,146.42,1
-33.8776,151.0356,1
-38.2195,145.7142,1
-37.4759,147.5553,0
-36.3995,150.0603,1
-34.3958,150.8865,1
-38.477,145.7467,0
-34.437,150.8736,1
-33.6876,150.55,1
-37.2235,148.6594,0
-35.3963,149.1165,1
-36.1682,147.6978,0
-35.1451,148.7667,0
-33.5262,150.7048,1
-33.7828,151.01,1
-34.7894,149.4045,1
-33.7564,150.6233,1
-36.2599,143.515,1
-36.2999,148.1806,0
-33.0307,145.8093,0
-37.6353,142.7671,0
-37.3483,144.3672,1
-37.8431,145.3141,1
-37.8927,144.2183,1
-38.5652,143.0556,1
-35.3819,149.3112,1
-37.5976,144.2325,1
-34.6955,150.836,1
-35.2233,147.7467,0
-34.3129,150.9149,1
-34.201,146.4734,0
-34.8108,143.3531,0
-36.8942,149.9031,1
-36.3897,143.3583,0
-34.5126,149.9622,0
-33.6472,146.6571,0
-35.9357,143.7721,0
-37.4817,143.8124,0
-37.7954,142.3976,0
-34.6085,145.0273,0
-37.7708,145.1022,1
-37.7708,145.1022,1
-37.7708,145.1022,1
-37.7708,145.1022,1
-37.7399,141.091,1
-38.2677,144.494,1
-37.0992,140.9139,0
-37.8076,145.2637,1
-36.4692,144.6009,1
-35.4443,150.3604,1
-33.2757,149.512,0
-33.3639,147.995,0
-36.0187,148.4031,0
-31.893,149.2624,0
